2.288712304738956789e+02	1.292448183002762221e+02	1.983992769765219322e+01	1.746155702031449550e+02
2.305812840381825310e+02	1.307289097503118569e+02	2.134646450035413423e+01	1.736351235329541396e+02
2.292566059383622701e+02	1.294472430319603404e+02	2.161682868804202329e+01	1.745993467546447562e+02
2.302632570861885029e+02	1.283583072138878833e+02	2.004572275821400851e+01	1.771336283073451909e+02
2.287696695999955807e+02	1.289368281128045339e+02	2.016922650266727501e+01	1.734508944052608399e+02
2.315053483153970433e+02	1.307513857958772405e+02	1.793346977798718456e+01	1.738348993617587723e+02
2.284989083595891088e+02	1.311889646924435908e+02	1.894809900682773929e+01	1.744754474491151939e+02
2.289745344081194105e+02	1.290776041551469007e+02	1.894777782670864852e+01	1.750920468820733618e+02
2.286800584350536099e+02	1.305306411709775318e+02	1.856614795000153606e+01	1.756595838777734286e+02
2.284816106878979838e+02	1.299208905564858298e+02	1.984214743509179968e+01	1.761876710911056989e+02
3.708180485666421191e+02	2.879972532325255656e+02	2.558300101866835519e+02	4.956375625241948768e+01
3.707939686387594520e+02	2.867807532057136655e+02	2.564568309180057213e+02	4.873357647738131249e+01
3.713180434708050370e+02	2.878858729107362819e+02	2.545457626975152436e+02	4.924397402689388770e+01
3.726552005825610081e+02	2.872817586916859227e+02	2.557423831420536828e+02	4.920749793356830537e+01
3.712681245953608595e+02	2.892106818108030097e+02	2.580486168260781596e+02	5.029207506621303736e+01
3.691684060684111159e+02	2.899838057651392091e+02	2.565888950490987099e+02	5.058075747655249899e+01
3.698710926860463815e+02	2.877110683043522386e+02	2.558305531177434204e+02	5.039687299221319705e+01
3.709745502265670893e+02	2.883234385107343201e+02	2.558892892106123895e+02	5.016188327604802311e+01
3.695227695526616571e+02	2.872796025159005353e+02	2.561041611112339069e+02	4.939886907050620835e+01
3.716290464345196369e+02	2.877746669853965500e+02	2.562479735748989924e+02	4.824061876895559919e+01
3.251636461038159496e+02	2.054894068431415519e+02	1.402039384421187549e+02	2.070176894689412794e+00
3.258361046695430900e+02	2.055345933691341997e+02	1.382189306620441300e+02	3.558788449241043761e-01
3.245882147108928848e+02	2.059679246134943185e+02	1.404478511598748867e+02	1.493774721174317976e+00
3.247596444207446780e+02	2.060222036618837649e+02	1.432523516187555401e+02	3.317997769318700385e+00
3.249822741536271451e+02	2.047783147304544400e+02	1.415494419508990518e+02	3.008717956885686551e+00
3.248508618634192544e+02	2.053874252599433419e+02	1.409606936133582735e+02	3.525623611853708983e+00
3.237029487813664446e+02	2.049319786397139751e+02	1.391782199546737502e+02	2.766822841187967619e+00
3.266015882528445786e+02	2.061213818775442519e+02	1.409071892695334327e+02	1.252108695126994409e+00
3.250129739868805814e+02	2.050938276792612669e+02	1.396135973938258417e+02	1.726773776402391825e+00
3.260503532006541150e+02	2.062544046985795774e+02	1.399326997034076214e+02	2.565871486930921819e+00
7.055658736742282144e+01	1.104035454794912141e+02	1.152975188972479259e+02	2.542984785578911726e+02
7.103280139479026900e+01	1.098182714864310299e+02	1.165229563208643384e+02	2.538384408508306933e+02
7.236451549487856028e+01	1.127033485003152862e+02	1.154938508421394943e+02	2.533302556701009109e+02
7.004017584608125446e+01	1.112122029504155591e+02	1.163590236816286989e+02	2.543063964588256454e+02
6.979199528284007670e+01	1.118582144149456781e+02	1.159119120047012359e+02	2.540086183792780901e+02
7.002617709210319674e+01	1.086068739187691392e+02	1.149223590880472727e+02	2.521842286221384200e+02
6.963079271016786720e+01	1.097300765985527704e+02	1.130190878392758833e+02	2.518444281839059045e+02
7.145861469717104342e+01	1.085506086240217059e+02	1.170137828469314911e+02	2.536722921790243390e+02
6.927413161602143532e+01	1.100928999496172906e+02	1.158115784130187080e+02	2.537016004359953456e+02
7.043957753086779405e+01	1.112009914542129394e+02	1.179422987547252717e+02	2.549082911066086297e+02
